evid,orid,arid,commid,datetime,sta,net,auth,subsource,channel,channelsrc,seedchan,location,iphase,qual,clockqual,clockcorr,ccset,fm,ema,azimuth,slow,deltim,delinc,delaz,delslo,quality,snr,rflag,lddate,seaz,delta,wgt,timeres
61661241,3134168,15231638,,1595374795.0956895,MPO,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,..,,,,0.06,,,,0.75,,H,2020-07-22 00:01:56.533853,157.12415803264776,58.95811919549206,1.05,-0.05
61661241,3134168,15231643,,1595374795.5655305,COR,IU,UW,Jiggle,BHZ,SEED,BHZ,00,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-07-22 00:01:56.533853,136.7177505068338,62.07523326647618,1.05,0.03
61661241,3134168,15231648,,1595374796.349466,B024,PB,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2020-07-22 00:01:56.533853,359.14244600155433,71.68815838924796,1.41,-0.4
61661241,3134168,15231653,,1595374805.589466,B024,PB,UW,Jiggle,EH2,SEED,EH2,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-07-22 00:01:56.533853,359.14244600155433,71.68815838924796,0,-1.55
61661241,3134168,15231658,,1595374798.1628795,BCAT,UO,UW,Jiggle,"",SEED,HNZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-07-22 00:01:56.533853,88.17707996231343,80.46611082256678,0.7,0.25
61661241,3134168,15231663,,1595374809.3433201,BCAT,UO,UW,Jiggle,"",SEED,HNN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-07-22 00:01:56.533853,88.17707996231343,80.46611082256678,1.05,0.14
61661241,3134168,15231668,,1595374797.610588,NBFR,UO,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-07-22 00:01:56.533853,359.38720702687937,81.50884254209483,1.04,-0.4
61661241,3134168,15231673,,1595374798.9293292,B028,PB,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-07-22 00:01:56.533853,128.37884581524645,88.85371930022009,0.98,-0.05
61661241,3134168,15231678,,1595374798.862838,VITI,UO,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-07-22 00:01:56.533853,152.1656763659771,89.32673912310675,0.98,-0.17
61661241,3134168,15231683,,1595374799.6182806,RAID,UO,UW,Jiggle,"",SEED,HNZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-07-22 00:01:56.533853,94.17905539107517,92.7911968139372,0.62,0.11
61661241,3134168,15231688,,1595374799.7710962,BEER,UO,UW,Jiggle,"",SEED,HHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-07-22 00:01:56.533853,180.2461621684854,98.46040727705879,0.57,-0.43
61661241,3134168,15231693,,1595374801.1159844,VERN,UO,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-07-22 00:01:56.533853,25.671629701341203,106.2808672263422,0.7,-0.11
61661241,3134168,15231698,,1595374801.6498337,SSO2,UW,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-07-22 00:01:56.533853,98.49763088100406,108.2991475055704,0.65,0.12
61677211,3140143,15273643,,1598927179.4273486,WVOR,US,UW,Jiggle,"","",BHZ,00,P,i,,,,c.,,,,0.03,,,,1,,H,2020-09-01 03:35:00.537259,270.2437156940099,6.869415957959738,1.55,-0.08
61677211,3140143,15273658,,1598927200.5437074,JAZZ,UO,UW,Jiggle,"",SEED,HHN,  ,S,e,,,,..,,,,0.3,,,,0.25,,H,2020-09-01 03:35:00.537259,335.10897599914375,73.66865197004627,0,0.92
61677211,3140143,15273683,,1598927202.5215387,LKVW,UW,UW,Jiggle,"","",EHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-09-01 03:35:00.537259,261.74418787151956,150.08542341183175,1.09,0.55
61677211,3140143,15273688,,1598927202.9410694,MOD,BK,UW,Jiggle,"","",HHZ,00,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-09-01 03:35:00.537259,248.31712432811946,155.84597916586048,1.16,0.12
61677211,3140143,15273698,,1598927208.4968588,TREE,UW,UW,Jiggle,"","",HHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-09-01 03:35:00.537259,280.4116856853401,194.3520747728339,1.16,0.11
61677211,3140143,15273728,,1598927215.2159636,TMBU,CC,UW,Jiggle,"","",BHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-09-01 03:35:00.537259,302.53543744391845,247.496585740884,1.16,-0.12
61677211,3140143,15273733,,1598927216.471094,CIHL,CC,UW,Jiggle,"","",BHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-01 03:35:00.537259,305.6799926056798,256.6463274917808,0.77,-0.02
61677211,3140143,15273738,,1598927216.31,HOG,UW,UW,Jiggle,"","",EHZ,  ,P,e,,,,..,,,,0.3,,,,0.25,,H,2020-09-01 03:35:00.537259,266.38670944338736,260.0277840320363,0,-0.76
61677211,3140143,15273743,,1598927216.2903137,SVIC,CC,UW,Jiggle,"","",BHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-09-01 03:35:00.537259,302.4159514802498,257.3632413101457,1.16,-0.29
61677211,3140143,15294863,,1598927181.0467772,WVOR,US,UW,Jiggle,BH2,SEED,BH2,00,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-17 22:05:18.398373,270.2437156940099,6.869415957959738,1.16,-0.04
61677211,3140143,15294868,,1598927190.1498122,JAZZ,UO,UW,Jiggle,"","",HHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-17 22:05:18.398373,335.10897599914375,73.66865197004627,0.77,0.23
61677211,3140143,15294873,,1598927194.7479804,IRON,UW,UW,Jiggle,"","",HHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-17 22:05:18.398373,3.542437579443572,102.981024370407,0.77,0.26
61677211,3140143,15294878,,1598927208.108738,IRON,UW,UW,Jiggle,"","",HHE,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-17 22:05:18.398373,3.542437579443572,102.981024370407,0.77,0.35
61677211,3140143,15294883,,1598927199.7102263,JORV,UW,UW,Jiggle,"","",EHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-17 22:05:18.398373,63.219828537567935,136.65548651338145,0.77,-0.09
61677211,3140143,15294888,,1598927223.9685974,MOD,BK,UW,Jiggle,"","",HHN,00,S,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-17 22:05:18.398373,248.31712432811946,155.84597916586048,0,1.38
61677211,3140143,15294893,,1598927213.778913,TOOM,UO,UW,Jiggle,"","",HHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-17 22:05:18.398373,294.32225400082393,238.1814683853726,0.77,-0.4
61677211,3140143,15294898,,1598927215.0307114,PINE,UO,UW,Jiggle,"","",HHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-09-17 22:05:18.398373,308.7429734680407,245.70679981431113,1.16,-0.07
61677211,3140143,15294903,,1598927216.1499138,NCO,UW,UW,Jiggle,"","",EHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-17 22:05:18.398373,304.7882829188282,253.14243278691967,0.77,-0.36
61677647,3141243,15307783,,1601227568.8555303,BAND,UW,UW,Jiggle,HNZ,SEED,HNZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-09-29 00:17:28.337266,80.39202115882938,172.56772099156782,1.18,-0.07
61677647,3141243,15307788,,1601227568.7616413,HBUG,UO,UW,Jiggle,"",SEED,HHZ,  ,P,e,,,,..,,,,0.3,,,,0.25,,H,2020-09-29 00:17:28.337266,96.92402669258968,175.11020411709254,0.39,-0.49
61677647,3141243,15307793,,1601227569.0879955,KEB,UO,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-09-29 00:17:28.337266,88.46896652611667,176.93284289734552,1.18,-0.39
61677647,3141243,15307798,,1601227586.207909,WEDR,UW,UW,Jiggle,HNE,SEED,HNE,  ,S,e,,,,..,,,,0.3,,,,0.25,,H,2020-09-29 00:17:28.337266,104.15469016881275,176.9835441558942,0.14,-0.95
61677647,3141243,15307803,,1601227591.5392525,DING,UO,UW,Jiggle,"",SEED,ENE,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-29 00:17:28.337266,88.79795963551777,199.7729289429916,0.78,-0.64
61677647,3141243,15307808,,1601227571.7404804,DING,UO,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2020-09-29 00:17:28.337266,88.79795963551777,199.7729289429916,1.57,-0.56
61677647,3141243,15307813,,1601227573.3998942,LAIR,UO,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2020-09-29 00:17:28.337266,79.73518612332538,212.09147448605214,1.57,-0.44
61677647,3141243,15307818,,1601227595.570819,LAIR,UO,UW,Jiggle,"",SEED,HHE,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-29 00:17:28.337266,79.73518612332538,212.09147448605214,0.78,0.65
61677647,3141243,15307823,,1601227575.359362,JEDS,UW,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-09-29 00:17:28.337266,62.401281544750475,222.55479700575873,1.18,0.23
61677647,3141243,15307828,,1601227597.0995889,JEDS,UW,UW,Jiggle,"",SEED,HHE,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-29 00:17:28.337266,62.401281544750475,222.55479700575873,0.78,-0.12
61677647,3141243,15307833,,1601227576.3201923,ROGE,UO,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-09-29 00:17:28.337266,93.2833941518607,232.39020792698688,1.18,-0.07
61677647,3141243,15307838,,1601227578.2835696,SISQ,UO,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-09-29 00:17:28.337266,104.22923903357832,243.77498692900082,1.18,0.47
61677647,3141243,15307843,,1601227602.0632534,SISQ,UO,UW,Jiggle,"",SEED,HHE,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-29 00:17:28.337266,104.22923903357832,243.77498692900082,0.78,0.07
61677647,3141243,15307848,,1601227579.008578,WYLD,UO,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-09-29 00:17:28.337266,81.50313431728512,252.24388331104151,1.18,0.13
61677647,3141243,15307853,,1601227579.4993825,CAVE,UO,UW,Jiggle,"",SEED,HHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-29 00:17:28.337266,107.63473660140528,253.88704030579092,0.78,0.43
61677647,3141243,15307858,,1601227579.9159644,B036,PB,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-09-29 00:17:28.337266,97.47215138603815,258.153726630931,1.18,0.3
61677647,3141243,15307863,,1601227579.6637874,VINO,UO,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-09-29 00:17:28.337266,74.53754367371573,258.2824570415294,1.18,0.03
61677647,3141243,15307868,,1601227606.0948198,VINO,UO,UW,Jiggle,"",SEED,HHE,  ,S,e,,,,..,,,,0.3,,,,0.25,,H,2020-09-29 00:17:28.337266,74.53754367371573,258.2824570415294,0.31,0.86
61677647,3141243,15307873,,1601227581.0642698,DBO,UO,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-09-29 00:17:28.337266,82.46981837798103,266.8692251487681,1.18,0.35
61677647,3141243,15307878,,1601227580.7894838,B032,PB,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-09-29 00:17:28.337266,69.10238771786442,267.9262311463274,1.18,-0.04
61677647,3141243,15307883,,1601227582.3698578,B033,PB,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-09-29 00:17:28.337266,78.71461382444545,278.91143536409317,1.18,0.15
61677647,3141243,15307888,,1601227611.310054,B033,PB,UW,Jiggle,EH2,SEED,EH2,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-29 00:17:28.337266,78.71461382444545,278.91143536409317,0,1.47
61677647,3141243,15307893,,1601227583.7051127,HSO,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-09-29 00:17:28.337266,73.65294466576233,286.6913357004715,1.18,0.52
61682361,3139698,15285213,,1599882172.040109,LCW2,UW,UW,Jiggle,"","",EHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2020-09-12 03:59:56.875795,7.301047222708121,6.294953565628324,1.66,-0.25
61682361,3139698,15285218,,1599882175.1801414,LCW2,UW,UW,Jiggle,"","",ENN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-12 03:59:56.875795,7.301047222708121,6.294953565628324,1.24,-0.3
61682361,3139698,15285223,,1599882172.6299,CINE,UW,UW,Jiggle,"","",HHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2020-09-12 03:59:56.875795,117.32071745086364,12.109006163860727,1.66,0.17
61682361,3139698,15285228,,1599882176.1611066,CINE,UW,UW,Jiggle,"","",HHN,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-12 03:59:56.875795,117.32071745086364,12.109006163860727,0.83,0.38
61682361,3139698,15285253,,1599882174.8208292,RRHS,UW,UW,Jiggle,"","",EHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2020-09-12 03:59:56.875795,310.1788356303025,33.27257605521233,1.66,0.31
61682361,3139698,15285293,,1599882176.130128,SPFR,UW,UW,Jiggle,"","",HNZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2020-09-12 03:59:56.875795,35.056026360502926,46.42077975151205,1.66,-0.25
61682361,3139698,15285298,,1599882176.275721,PELL,UW,UW,Jiggle,"","",HNZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2020-09-12 03:59:56.875795,265.66479804399546,45.34858182458855,1.66,0.03
61682361,3139698,15285318,,1599882176.4715025,TDL,UW,UW,Jiggle,"","",EHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-09-12 03:59:56.875795,126.95449768088014,47.154570369431596,1.24,0.05
61682361,3139698,15285338,,1599882184.38,LAYC,UW,UW,Jiggle,"","",HNE,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-12 03:59:56.875795,350.277220986116,48.495308895591904,0,1.12
61682361,3139698,15285353,,1599882177.616408,TORK,UW,UW,Jiggle,"","",HNZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-09-12 03:59:56.875795,356.02900591838477,53.59277209494963,1.24,0.27
61682361,3139698,15289733,,1599882173.4000053,WFHS,UW,UW,Jiggle,"",SEED,HNZ,  ,P,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,284.5808743137331,19.107220699195455,1.24,0.29
61682361,3139698,15289738,,1599882173.5406377,TOLE,UW,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,211.59647347879007,20.08999247844283,1.66,0.34
61682361,3139698,15289743,,1599882178.090328,TOLE,UW,UW,Jiggle,"",SEED,HHE,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,211.59647347879007,20.08999247844283,0,0.99
61682361,3139698,15289748,,1599882174.0969856,NINO,UW,UW,Jiggle,"",SEED,HNZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,338.5830915656151,29.925560226844436,1.66,-0.17
61682361,3139698,15289753,,1599882179.0515738,NINO,UW,UW,Jiggle,"",SEED,HNN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,338.5830915656151,29.925560226844436,1.24,0.05
61682361,3139698,15289758,,1599882180.48417,RRHS,UW,UW,Jiggle,ENN,SEED,ENN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,310.1788356303025,33.27257605521233,0,1.05
61682361,3139698,15289763,,1599882175.6083977,TRFA,UW,UW,Jiggle,"",SEED,HNZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-14 23:38:24.523846,329.1745261503449,41.930718482933905,0.83,-0.17
61682361,3139698,15289768,,1599882181.623138,TRFA,UW,UW,Jiggle,"",SEED,HNE,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,329.1745261503449,41.930718482933905,1.24,-0.07
61682361,3139698,15289773,,1599882175.8633907,BOW2,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,250.39128659723036,42.674572969060065,1.66,-0.07
61682361,3139698,15289778,,1599882182.0342174,BOW2,UW,UW,Jiggle,ENN,SEED,ENN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,250.39128659723036,42.674572969060065,1.24,0.07
61682361,3139698,15289783,,1599882175.8525727,ELK,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,139.94479606563755,43.68208497954597,1.66,-0.05
61682361,3139698,15289788,,1599882176.3177414,PUPY,UW,UW,Jiggle,"",SEED,EHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,105.85743654041357,44.710995670406184,1.66,0.16
61682361,3139698,15289793,,1599882182.5272036,PUPY,UW,UW,Jiggle,"",SEED,ENE,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,105.85743654041357,44.710995670406184,1.24,0.16
61682361,3139698,15289798,,1599882182.935192,PELL,UW,UW,Jiggle,"",SEED,HNE,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,265.66479804399546,45.34858182458855,1.24,0.41
61682361,3139698,15289803,,1599882176.2002902,TUMW,UW,UW,Jiggle,"",SEED,HNZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,340.80971887422515,47.10488327910278,1.66,-0.27
61682361,3139698,15289808,,1599882182.6709266,TUMW,UW,UW,Jiggle,"",SEED,HNN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,340.80971887422515,47.10488327910278,1.24,-0.25
61682361,3139698,15289813,,1599882176.3409226,PCFR,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,25.215137983212344,47.21875778258504,1.66,-0.26
61682361,3139698,15289818,,1599882182.9413736,PCFR,UW,UW,Jiggle,ENN,SEED,ENN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,25.215137983212344,47.21875778258504,1.24,-0.21
61682361,3139698,15289823,,1599882176.248198,B018,PB,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,330.28040888041085,47.79050289071894,1.66,-0.07
61682361,3139698,15289828,,1599882182.788378,B018,PB,UW,Jiggle,EH2,SEED,EH2,  ,S,i,,,,..,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,330.28040888041085,47.79050289071894,1.66,0.14
61682361,3139698,15289833,,1599882176.3934667,B201,PB,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,134.6542779616601,47.86004996867528,1.66,-0.29
61682361,3139698,15289838,,1599882182.6245644,B201,PB,UW,Jiggle,EH2,SEED,EH2,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,134.6542779616601,47.86004996867528,0.58,-0.67
61682361,3139698,15289843,,1599882176.7938166,LAYC,UW,UW,Jiggle,"",SEED,HNZ,  ,P,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,350.277220986116,48.495308895591904,1.24,0.13
61682361,3139698,15289848,,1599882176.8045459,RVW2,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,182.90238216569693,50.53735404098537,1.66,-0.13
61682361,3139698,15289853,,1599882183.7248971,RVW2,UW,UW,Jiggle,ENE,SEED,ENE,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-14 23:38:24.523846,182.90238216569693,50.53735404098537,0.83,-0.02
61682361,3139698,15289858,,1599882177.1522634,CPW,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,321.4450344222011,52.295584349867504,1.66,-0.15
61682361,3139698,15289863,,1599882184.3430614,CPW,UW,UW,Jiggle,ENE,SEED,ENE,  ,S,i,,,,..,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,321.4450344222011,52.295584349867504,1.66,-0.06
61682361,3139698,15289868,,1599882177.203262,JRO,CC,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,134.3012027720909,52.59363410929494,1.66,0.02
61682361,3139698,15289873,,1599882184.1823387,JRO,CC,UW,Jiggle,"",SEED,HHE,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-14 23:38:24.523846,134.3012027720909,52.59363410929494,0.83,0
61682361,3139698,15289878,,1599882186.284098,TORK,UW,UW,Jiggle,"",SEED,HNE,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,356.02900591838477,53.59277209494963,0,1.79
61682361,3139698,15289883,,1599882177.567979,STD,CC,UW,Jiggle,"",SEED,BHZ,01,P,i,,,,d.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,137.77485605440052,55.38110934290124,1.64,-0.14
61682361,3139698,15289888,,1599882184.806685,STD,CC,UW,Jiggle,"",SEED,BHE,01,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,137.77485605440052,55.38110934290124,1.23,-0.32
61682361,3139698,15289893,,1599882177.526311,EGRN,UW,UW,Jiggle,ENZ,SEED,ENZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,338.7416549457307,55.59807261314419,1.64,-0.3
61682361,3139698,15289898,,1599882177.3098955,B941,PB,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,41.19071122533677,56.32290322326823,1.63,-0.07
61682361,3139698,15289903,,1599882184.3507886,B941,PB,UW,Jiggle,EH2,SEED,EH2,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,41.19071122533677,56.32290322326823,1.23,-0.19
61682361,3139698,15289908,,1599882177.676158,KELS,UW,UW,Jiggle,"",SEED,HNZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-14 23:38:24.523846,194.6377041583572,56.40834584974474,0.82,-0.06
61682361,3139698,15289913,,1599882178.085692,SHW,UW,UW,Jiggle,"",SEED,EHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,141.52343091038585,58.52534372941322,1.2,-0.15
61682361,3139698,15289918,,1599882177.7317927,GHW,UW,UW,Jiggle,"",SEED,EHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-14 23:38:24.523846,34.18961653791405,58.56136442960597,0.8,-0.42
61682361,3139698,15289923,,1599882185.3723054,GHW,UW,UW,Jiggle,"",SEED,ENE,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-14 23:38:24.523846,34.18961653791405,58.56136442960597,0.8,-0.54
61682361,3139698,15289928,,1599882186.2794616,VALT,CC,UW,Jiggle,"",SEED,BHE,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,137.46615711580318,59.04277626024672,1.19,0.42
61682361,3139698,15289933,,1599882177.951241,MCLN,UW,UW,Jiggle,"",SEED,HNZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,326.655911175455,59.22075581488839,1.59,-0.19
61682361,3139698,15289938,,1599882185.801965,MCLN,UW,UW,Jiggle,"",SEED,HNN,  ,S,i,,,,..,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,326.655911175455,59.22075581488839,1.59,-0.09
61682361,3139698,15289943,,1599882178.1678636,SOS,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-14 23:38:24.523846,132.50620418393487,59.47298081457455,0.79,-0.11
61682361,3139698,15289948,,1599882178.4760551,SUG,CC,UW,Jiggle,"",SEED,BHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,136.65871928812282,59.609483695803206,1.58,-0.34
61682361,3139698,15289953,,1599882178.495811,SEP,CC,UW,Jiggle,"",SEED,BHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,138.57993628386072,60.16107601356689,1.18,0.22
61682361,3139698,15289958,,1599882178.5689077,REM,CC,UW,Jiggle,"",SEED,BHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,138.25585430971853,60.39754258371399,1.56,0.26
61682361,3139698,15289963,,1599882178.3634467,SWF2,CC,UW,Jiggle,"",SEED,BHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,141.4773842146992,60.7292200514456,1.17,0
61682361,3139698,15289968,,1599882178.4444456,ALST,UW,UW,Jiggle,"",SEED,ENZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-14 23:38:24.523846,204.44653459698017,60.75407524541869,0.78,0.09
61682361,3139698,15289973,,1599882178.3327043,B023,PB,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2020-09-14 23:38:24.523846,207.44386687314358,62.004233610377725,1.53,0.1
61682361,3139698,15289978,,1599882186.7834508,B023,PB,UW,Jiggle,EH2,SEED,EH2,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,207.44386687314358,62.004233610377725,0.16,0.73
61682361,3139698,15289983,,1599882178.7905276,EDM,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2020-09-14 23:38:24.523846,136.64149254977121,62.41889560575366,0.76,-0.42
61682361,3139698,15289988,,1599882178.5895321,RAIN,UO,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,201.86572330069035,62.71150380268095,1.13,-0.07
61682361,3139698,15289993,,1599882178.8753924,HSR,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2020-09-14 23:38:24.523846,139.73743931159402,62.828424230804835,1.13,-0.1
